Date-Time,symbol,Close,Volume,sma_9,sma_21,signal
2025-07-19 23:30:36,AAPL1,525.6,4194,1000.6688888888889,959.0414285714285,Hold
2025-07-19 23:30:06,AAPL1,1245.22,9620,1052.8844444444444,954.1904761904761,Buy
2025-07-19 23:29:36,AAPL1,1115.43,1083,992.7411111111111,949.5423809523809,Hold
2025-07-19 23:29:06,AAPL1,1187.38,5443,971.1655555555556,946.1019047619047,Buy
2025-07-19 23:28:36,AAPL1,1021.55,1823,886.5044444444444,938.9861904761905,Hold
2025-07-19 23:28:06,AAPL1,1208.23,7553,914.4477777777779,921.2452380952382,Sell
2025-07-19 23:27:36,AAPL1,1264.9,1167,915.4955555555555,894.202380952381,Hold
2025-07-19 23:27:06,AAPL1,1323.53,2943,934.3244444444445,872.6804761904763,Buy
2025-07-19 23:26:36,AAPL1,114.18,1732,915.99,839.5333333333334,Hold
2025-07-19 23:26:06,AAPL1,995.54,9969,1033.0155555555555,888.7800000000001,Buy
2025-07-19 23:25:36,AAPL1,703.93,1400,947.5400000000001,895.3195238095237,Hold
2025-07-19 23:25:06,AAPL1,921.25,2482,992.4466666666667,916.1366666666667,Hold
2025-07-19 23:24:36,AAPL1,425.43,6468,945.9033333333332,910.4957142857143,Hold
2025-07-19 23:24:06,AAPL1,1273.04,8334,945.7144444444444,949.4023809523808,Sell
2025-07-19 23:23:36,AAPL1,1217.66,2265,931.7777777777778,933.0814285714285,Hold
2025-07-19 23:23:06,AAPL1,1434.36,6688,912.391111111111,920.2742857142856,Hold
2025-07-19 23:22:36,AAPL1,1158.52,8281,868.3455555555556,917.9057142857143,Sell
2025-07-19 23:22:06,AAPL1,1167.41,1735,811.7311111111111,912.8371428571429,Hold
2025-07-19 23:21:36,AAPL1,226.26,2057,753.1666666666666,903.0980952380953,Sell
2025-07-19 23:21:06,AAPL1,1108.09,1656,818.3533333333334,898.8390476190476,Hold
2025-07-19 23:20:36,AAPL1,502.36,9842,764.9477777777778,856.9795238095238,Hold
2025-07-19 23:20:06,AAPL1,423.73,9893,836.7255555555555,903.3114285714286,Sell
2025-07-19 23:19:36,AAPL1,1147.61,8142,915.5188888888889,938.7457142857143,Sell
2025-07-19 23:19:06,AAPL1,1043.18,2388,914.7944444444444,950.4161904761905,Hold
2025-07-19 23:18:36,AAPL1,1037.95,3183,888.0844444444444,947.3647619047618,Sell
2025-07-19 23:18:06,AAPL1,648.99,1624,910.808888888889,948.0885714285714,Hold
2025-07-19 23:17:36,AAPL1,640.33,3962,942.0655555555555,942.3276190476189,Hold
2025-07-19 23:17:06,AAPL1,812.94,6694,976.3299999999999,932.6247619047618,Buy
2025-07-19 23:16:36,AAPL1,627.44,4741,1039.85,914.9390476190475,Hold
2025-07-19 23:16:06,AAPL1,1148.36,8532,1087.0322222222223,898.8085714285714,Buy
2025-07-19 23:15:36,AAPL1,1132.87,1491,1066.4244444444444,861.895238095238,Hold
2025-07-19 23:15:06,AAPL1,1141.09,4179,955.752222222222,857.1433333333332,Hold
2025-07-19 23:14:36,AAPL1,802.79,4955,854.4133333333333,858.8423809523808,Sell
2025-07-19 23:14:06,AAPL1,1242.47,2004,929.1399999999999,850.2047619047619,Hold
2025-07-19 23:13:36,AAPL1,930.3,2426,920.8488888888888,842.912380952381,Hold
2025-07-19 23:13:06,AAPL1,948.71,8529,972.2255555555554,840.0690476190475,Buy
2025-07-19 23:12:36,AAPL1,1384.62,6575,975.6022222222223,831.5595238095239,Hold
2025-07-19 23:12:06,AAPL1,1052.08,7910,938.7722222222221,824.4147619047619,Buy
2025-07-19 23:11:36,AAPL1,962.89,3250,880.5422222222221,793.1566666666668,Hold
2025-07-19 23:11:06,AAPL1,136.82,8546,822.0622222222223,758.1495238095238,Buy
2025-07-19 23:10:36,AAPL1,229.04,3004,855.9200000000001,790.7133333333334,Hold
2025-07-19 23:10:06,AAPL1,1475.33,7747,862.548888888889,788.1166666666667,Hold
2025-07-19 23:09:36,AAPL1,1167.85,9677,740.0877777777779,741.2219047619047,Sell
2025-07-19 23:09:06,AAPL1,1392.69,1705,725.1133333333332,718.6423809523809,Hold
2025-07-19 23:08:36,AAPL1,979.1,4256,701.1222222222223,714.682380952381,Hold
2025-07-19 23:08:06,AAPL1,1053.15,4639,661.3777777777779,688.8071428571429,Hold
2025-07-19 23:07:36,AAPL1,528.01,6658,665.3977777777777,701.3166666666666,Hold
2025-07-19 23:07:06,AAPL1,436.57,7682,703.4622222222223,743.0271428571428,Hold
2025-07-19 23:06:36,AAPL1,441.54,8990,740.5111111111111,768.7380952380952,Sell
2025-07-19 23:06:06,AAPL1,288.7,2715,828.6266666666666,786.8647619047618,Hold
2025-07-19 23:05:36,AAPL1,373.18,3608,840.5111111111112,836.8033333333335,Buy
2025-07-19 23:05:06,AAPL1,1033.08,1666,824.3511111111111,878.0514285714287,Sell
2025-07-19 23:04:36,AAPL1,1176.77,1494,800.7488888888888,897.3457142857142,Hold
2025-07-19 23:04:06,AAPL1,621.4,9828,689.3866666666668,911.92,Sell
2025-07-19 23:03:36,AAPL1,1089.33,5441,674.8466666666668,901.3280952380953,Hold
2025-07-19 23:03:06,AAPL1,870.59,5610,630.8855555555555,883.655238095238,Sell
2025-07-19 23:02:36,AAPL1,770.01,3540,679.6566666666666,868.9971428571428,Sell
